"Date of Download: 2024-05-15_15:38:21"
"Search Parameters: Data Level:all  Trait List:  Trial List:11758  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","dry matter content by specific gravity method|CO_334:0000160","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153305","SM6537-21","","plot","6763354","2023108BCCOB_cere_rep1_SM6537-21_39","1","1","39","3","11","test","","27.2513953488372","22.0238095238095","7.4","5","1","8","1","420","4","3","3","4600","300","8","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153310","SM6537-26","","plot","6763373","2023108BCCOB_cere_rep1_SM6537-26_13","1","1","13","1","13","test","","28.0389106008793","44.9404761904762","15.1","5","1","8","2","140","4","3","2","4400","306","8","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153313","SM6537-29","","plot","6763380","2023108BCCOB_cere_rep1_SM6537-29_44","1","1","44","4","13","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153316","SM6537-32","","plot","6763369","2023108BCCOB_cere_rep1_SM6537-32_26","1","1","26","2","3","test","","37.322329338197","36.1607142857143","12.15","5","1","8","2","230","4","3","2","4350","512","7","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153318","SM6537-34","","plot","6763334","2023108BCCOB_cere_rep1_SM6537-34_49","1","1","49","4","8","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153320","SM6537-36","","plot","6763364","2023108BCCOB_cere_rep1_SM6537-36_15","1","1","15","2","14","check","","33.3564757160647","67.2619047619048","22.6","5","1","8","2","160","4","3","2","4450","435","8","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153320","SM6537-36","","plot","6763384","2023108BCCOB_cere_rep1_SM6537-36_28","1","1","28","2","1","check","","38.35","55.2083333333333","18.55","4","1","8","1","210","4","3","1","4400","540","8","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153327","SM6538-16","","plot","6763342","2023108BCCOB_cere_rep1_SM6538-16_27","1","1","27","2","2","test","","29.1741112828439","9.52380952380953","3.2","3","1","8","1","240","3","3","3","2800","212","7","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153332","SM6540-10","","plot","6763363","2023108BCCOB_cere_rep1_SM6540-10_34","1","1","34","3","6","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153333","SM6540-11","","plot","6763379","2023108BCCOB_cere_rep1_SM6540-11_20","1","1","20","2","9","test","","","","","3","","8","","","","","","","","1","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153335","SM6540-13","","plot","6763350","2023108BCCOB_cere_rep1_SM6540-13_47","1","1","47","4","10","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153343","SM6541-6","","plot","6763375","2023108BCCOB_cere_rep1_SM6541-6_36","1","1","36","3","8","test","","","","","3","2","8","3","130","","","","","","1","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153348","SM6542-8","","plot","6763340","2023108BCCOB_cere_rep1_SM6542-8_11","1","1","11","1","11","test","","34.629809976247","25.5952380952381","8.6","5","3","8","4","170","4","3","3","4700","490","8","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153351","SM6544-16","","plot","6763358","2023108BCCOB_cere_rep1_SM6544-16_56","1","1","56","4","1","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153366","SM6552-10","","plot","6763344","2023108BCCOB_cere_rep1_SM6552-10_53","1","1","53","4","4","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153367","SM6552-11","","plot","6763349","2023108BCCOB_cere_rep1_SM6552-11_43","1","1","43","4","14","test","","29.2431764705882","60.5654761904762","20.35","4","1","8","2","260","2","3","2","4600","350","5","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153369","SM6552-7","","plot","6763353","2023108BCCOB_cere_rep1_SM6552-7_29","1","1","29","3","1","test","","30.5022026431718","43.0952380952381","14.48","5","1","8","1","490","3","3","2","4950","410","7","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153370","SM6552-8","","plot","6763337","2023108BCCOB_cere_rep1_SM6552-8_33","1","1","33","3","5","test","","28.0666123778501","10.1190476190476","3.4","3","2","8","4","170","1","3","3","3300","230","4","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153375","SM6556-13","","plot","6763335","2023108BCCOB_cere_rep1_SM6556-13_2","1","1","2","1","2","test","","32.2363291139241","19.3452380952381","6.5","4","2","8","3","140","2","1","2","4350","400","4","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153383","SM6556-7","","plot","6763365","2023108BCCOB_cere_rep1_SM6556-7_54","1","1","54","4","3","test","","31.3236603953322","60.5654761904762","20.35","4","1","8","1","190","3","3","2","4600","401","4","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153394","SM6562-9","","plot","6763339","2023108BCCOB_cere_rep1_SM6562-9_16","1","1","16","2","13","check","","36.1883663366336","53.5714285714286","18","5","1","8","1","320","4","3","2","4550","510","8","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153394","SM6562-9","","plot","6763382","2023108BCCOB_cere_rep1_SM6562-9_41","1","1","41","3","13","check","","33.7488061250973","34.5238095238095","11.6","5","1","8","1","420","4","3","2","4280","427","8","1","4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153395","SM6564-10","","plot","6763372","2023108BCCOB_cere_rep1_SM6564-10_48","1","1","48","4","9","test","","31.5769861286255","53.5714285714286","18","4","2","8","3","200","4","3","1","4350","385","7","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153406","SM6564-21","","plot","6763388","2023108BCCOB_cere_rep1_SM6564-21_50","1","1","50","4","7","test","","32.336018957346","54.7619047619048","18.4","3","3","8","4","120","3","3","2","4650","430","5","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153411","SM6564-9","","plot","6763343","2023108BCCOB_cere_rep1_SM6564-9_23","1","1","23","2","6","test","","36.3924572317263","4.61309523809524","1.55","3","3","8","4","150","1","3","3","1450","164","8","1","8"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153414","SM6565-5","","plot","6763361","2023108BCCOB_cere_rep1_SM6565-5_24","1","1","24","2","5","test","","34.3681620445894","24.8511904761905","8.35","4","1","8","2","180","4","2","2","4100","422","8","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153421","SM6566-6","","plot","6763366","2023108BCCOB_cere_rep1_SM6566-6_6","1","1","6","1","6","test","","34.1718942849477","40.327380952381","13.55","4","1","8","3","120","2","2","1","4150","423","4","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153424","SM6566-9","","plot","6763381","2023108BCCOB_cere_rep1_SM6566-9_42","1","1","42","3","14","test","","28.5207591377694","42.4107142857143","14.25","4","1","8","2","140","3","3","2","4600","332","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153425","SM6569-3","","plot","6763347","2023108BCCOB_cere_rep1_SM6569-3_5","1","1","5","1","5","check","","32.3523577652486","16.0714285714286","5.4","4","1","8","2","130","1","3","2","4300","398","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153425","SM6569-3","","plot","6763367","2023108BCCOB_cere_rep1_SM6569-3_8","1","1","8","1","8","check","","30.8458333333333","7.14285714285714","2.4","4","3","8","4","160","1","3","3","2150","182","5","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153430","SM6571-13","","plot","6763374","2023108BCCOB_cere_rep1_SM6571-13_21","1","1","21","2","8","test","","38.2604676002848","26.4880952380952","8.9","5","1","8","1","490","4","3","3","4800","587","8","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153434","SM6571-6","","plot","6763346","2023108BCCOB_cere_rep1_SM6571-6_35","1","1","35","3","7","check","","29.2347801578354","25.8928571428571","8.7","5","3","8","4","180","1","3","2","4800","365","1","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153434","SM6571-6","","plot","6763336","2023108BCCOB_cere_rep1_SM6571-6_55","1","1","55","4","2","check","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153436","SM6571-8","","plot","6763345","2023108BCCOB_cere_rep1_SM6571-8_14","1","1","14","1","14","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153447","SM6574-8","","plot","6763370","2023108BCCOB_cere_rep1_SM6574-8_32","1","1","32","3","4","test","","31.480701754386","35.1190476190476","11.8","4","1","8","3","100","2","3","3","4750","418","4","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153449","SM6576-11","","plot","6763360","2023108BCCOB_cere_rep1_SM6576-11_52","1","1","52","4","5","check","","30.8067961165048","44.6428571428571","15","5","2","8","4","460","3","2","2","4500","380","5","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153449","SM6576-11","","plot","6763357","2023108BCCOB_cere_rep1_SM6576-11_7","1","1","7","1","7","check","","35.9404283321369","50.297619047619","16.9","5","1","8","2","180","4","3","1","4700","521","8","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153457","SM6576-7","","plot","6763355","2023108BCCOB_cere_rep1_SM6576-7_45","1","1","45","4","12","test","","27.9084379358438","12.7380952380952","4.28","4","2","8","2","160","3","3","2","3850","265","7","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153465","SM6577-15","","plot","6763341","2023108BCCOB_cere_rep1_SM6577-15_12","1","1","12","1","12","test","","","","","","","8","","","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153466","SM6577-16","","plot","6763368","2023108BCCOB_cere_rep1_SM6577-16_1","1","1","1","1","1","check","","","","","3","","8","","","","","","","","1","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153466","SM6577-16","","plot","6763385","2023108BCCOB_cere_rep1_SM6577-16_46","1","1","46","4","11","check","","30.7738036809816","20.2380952380952","6.8","4","1","8","2","260","2","3","3","4450","375","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153467","SM6577-17","","plot","6763356","2023108BCCOB_cere_rep1_SM6577-17_10","1","1","10","1","10","test","","32.1139154358528","13.6904761904762","4.6","5","3","8","4","270","3","3","3","3800","347","6","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","6153469","SM6577-8","","plot","6763387","2023108BCCOB_cere_rep1_SM6577-8_9","1","1","9","1","9","test","","31.3803949903661","16.2202380952381","5.45","4","2","8","3","490","2","2","2","4550","398","5","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6763348","2023108BCCOB_cere_rep1_SMB2446-2_25","1","1","25","2","4","check","","30.7229257641921","6.54761904761905","2.2","3","1","8","2","295","3","3","3","2500","210","8","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6763359","2023108BCCOB_cere_rep1_SMB2446-2_51","1","1","51","4","6","check","","34.9513157894737","13.2440476190476","4.45","4","2","8","2","300","3","3","3","3400","360","8","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11758","2023108BCCOB_cere","2023108BCCOB_cere","Augmented","12","5.6","","no","no","2023-July-04","2024-April-23","64","Cerete. Cordoba, Colombia","147207","TAI8","Tai8","plot","6763383","2023108BCCOB_cere_rep1_TAI8_38","1","1","38","3","10","check","","38.6289375582479","56.1011904761905","18.85","5","1","8","1","340","4","1","1","4900","608","8","1","3"," (Operator: lizbethpino, Time: )"
